,release,name,real_name
32559,,,Hadi Yine Sev Beni
32560,,,Hayırsızım
32561,,,İçimdeki Sen
32562,2012-03-08,Al Alma,Al Alma
32563,2006-03-03,Allah Seni,Allah Seni
32564,,,Ben Yanayim
32565,2012-03-08,Benide Düşün Benide,Benide Düşün Benide
32566,,,Benim Gibi Bir Insansin
32567,,,Bu Alemin Tekiyim
32568,,,Çok Derdim Var
32569,2006-03-03,Dayanamam,Dayanamam
32570,,,Demek Ki Yalanmış
32571,2012-03-08,Getir Berber,Getir Berber
32572,2006-03-03,Hede,Hede
32573,,,Hevalim
32574,2006-03-03,İnsanlar Şaşar,İnsanlar Şaşar
32575,,,Acı Bozlak
32576,,,Acıları Kurşunla
32577,,,Adıma Ruku Edeceksin
32578,,,Arabesk Beatle (Feat. Emrah)
32579,,,Arduaz
32580,,,Arzeyle Halini
32581,,,Bak Sen Şuna
32582,,,Beni Sensiz Bırakma (ft Ertu)
32583,,,Böyle Olmuyor
32584,,,Bulanık Havalar
32585,,,Camlı Odalar
32586,,,Canın Cehenneme
32587,,,Çaresiz Kal
32588,,,Çek Bir Fırt Daha
32589,,,Çıldırmak Üzereyim
32590,,,Çirkin Kral
32591,,,Dilimde Tekbir
32592,,,Dunkoof
32593,,,Ekmek Arası Rap
32594,,,Esatpaşa Şehri
32595,,,Fesat Fabrika
32596,,,Flakka (Ft. Usta)
32597,,,Gasilhane
32598,2018-02-07,Gel,Gel
32599,,,Gölgemi Yıkarım Yoluna
32600,,,Shit Storm
32601,,,Sıkıca Tutun
32602,,,Sırtla Mezar Taşını
32603,2014-01-08,Kurşun Asker,Sihirli
32604,,,Su Chi
32605,,,Tanrı'nın Pusulası
32606,,,Topla G*tünü
32607,2010-04-01,20'li Yaşlar,20'li Yaşlar
32608,2005-08-04,Ağlama Kalbim,Ağlama Kalbim
32609,2005-08-04,Ankara,Ankara
32610,2008-07-16,Aşık Olmaya Yemin Ediyorum,Aşık Olmaya Yemin Ediyorum
32611,,,Aşk Payını Aldı
32612,2005-08-04,Aşkın Gururu,Aşkın Gururu
32613,2008-07-16,Aynadaki Yüzünün Karşılığı Benim,Aynadaki Yüzünün Karşılığı Benim
32614,2007-04-27,Aynı Şehirde Nefes Almak Bile Bana Yetiyor,Aynı Şehirde Nefes Almak
32615,2007-04-27,Aynı Şehirde Nefes Almak Bile Bana Yetiyor,Aynı Şehirde Nefes Almak Bile Yetiyor
32616,2008-07-16,B Planı,B Planı
32617,2013-03-18,Baharda Kuşlar Gibi,Baharda Kuşlar Gibi
32618,,,Balkızın Aşkı (Nalan Düet)
32619,2010-04-01,Bambaşka,Bambaşka
32620,,,Başımız Sağolsun
32621,2012,Ben O Zaman Ölürüm,Ben O Zaman Ölürüm
32622,2016-05-18,Beşiktaşım Benim,Beşiktaşım Benim
32623,,,Biliyorsun
32624,2013-03-18,Biz Özeliz,Biz Özeliz
32625,2005-08-04,Bomboşum Buralarda,Bomboşum Buralarda
32626,2010-04-01,Boya,Boya
32627,,,Bu Gün
32628,2007-04-27,Büyüme Bebek,Büyüme Bebek
32629,2005-08-04,Canın Sağolsun,Canın Sağolsun
32630,2013-03-18,Çarem,Çarem
32631,2005-08-04,Derdini Söyle Bana,Derdini Söyle Bana
32632,2005-08-04,O Sen Olamazsın,O Sen Olamazsın
32633,2007-04-27,Olay Olacak Aşkımız,Olay Olacak Aşkımız
32634,2007-04-27,Posta Kutusuna Bakıver,Posta Kutusuna Bakıver
32635,,,Sanane
32636,2018-02-14,Aşkımız Tarih Yazdı,Seninle
32637,2007-04-27,Sevdiğim İstanbul'a Gelin Oluyor,Sevdiğim İstanbula Gelin Oluyor
32638,,,Sevenim Oldu
32639,2013-03-18,Sevmek Sadece,Sevmek Sadece
32640,2010-04-01,Son Mektup,Son Mektup
32642,,,4 Soru
32644,,,Fok
32645,,,İngiliz P*çleri
32646,,,Kafile
32648,,,Köle Gibi
32649,,,Kuvvet Mira Rap Stickz
32650,,,Madem Ki Türksün
32651,,,Solgunsun Bugün
32652,,,Tren Garında Macera
32653,,,Yar (ft.Sitem Depresif & Mozole)
32686,,,Bu Gece Gel
32687,,,Ruh Hastası
32697,2002,Heaven's a Lie,Comalies
32726,,,Yalan Sevda
32798,,,Adap
32799,2009-11-23,Ahmet Amca,Ahmet Amca
32800,2015,Ardından,Ardından
32801,2015-04-06,Jugni (feat. Nooran Lal),Arif
32802,,,Ben Geldim Meyhaneci
32803,,,Benimle Uyu
32804,2009-11-23,Çıstak,Çıstak
32805,,,Çocuklar Gibi
32806,2009-11-23,Dangıl Dungul,Dangıl Dungul
32807,2006,Deliriyorum,Deliriyorum
32808,2016-09-23,Dinmiyor,Dinmiyor
32809,2009-11-23,Emanetimsin,Emanetimsin
32810,2009-11-23,Erkeğim,Erkeğim
32811,,,Eyvallah
32812,2009-11-23,Feda Olsun,Feda Olsun
32813,,,Gideli Çok Oldu
32846,2005-05-20,Ada Sahillerinde Bekliyorum,Ada Sahillerinde Bekliyorum
32847,2005-05-20,Adam Gibi Adam,Adam Gibi Adam
32848,2003-06-11,Ağla,Ağla
32849,2003-06-11,Allah Versin,Allah Versin
32850,2005-05-20,Aşk,Aşk
32851,2010-12-17,Aşka Veda,Aşka Veda
32852,2015-02-13,Bi Sana,Bi Sana
32853,2010-12-17,Bilmece,Bilmece
32854,2005-05-20,Dans Et - Vazgeçemem,Dans Et (Vazgeçemem)
32855,2003-06-11,Dilekler Tuttum,Dilekler Tuttum
32856,2008-02-20,Güvenmiyorum,Güvenmiyorum
32857,2005-05-20,Hadi Bana Eyvallah,Hadi Bana Eyvallah
32858,2008-02-20,Hor Görme Garibi,Hor Görme Garibi
32859,2003-06-11,Işık,Işık
32860,2017-01-25,İhaneti Giymişsin,İhaneti Giymişsin
32861,2008-02-20,İhanetin Bekçisi,İhanetin Bekçisi
32862,2003-06-11,İstanbul,İstanbul
32863,2008-02-20,Kabahat,Kabahat
32864,2005-05-20,Kahretsin,Kahretsin
32868,2006-10-18,Aime (Live),Aime
32869,2001-08-28,Aimer Déjà,Aimer Deja
32870,2009-05-25,Amoureuse,Amoureuse
32871,2001-08-28,Bambina,Bambina
32873,2009-05-25,Ça casse,Ca Casse
32874,2003-10-14,Comme ils disent (Live),Comme Ils Disent
32876,,,Demain N�existe Pas
32880,2009-05-25,Göttingen,Gottingen
32881,1997-06-03,Humana,Humana
32886,,,I Will Love Again (Italian''J'aimerais Encore'')
32887,2005-03-29,Il Ne Manquait Que Toi,Il Ne Manquait Que Toi
32888,2009-05-25,Il venait d’avoir 18 Ans,Il Venait D'avoir 18 Ans
32889,2001-08-28,Imagine,Imagine
32890,2009-05-25,Nuit magique,Nuit Magique
32891,2012-07-20,On S'aimerait Tout Bas,On S'aimerait Tout Bas
32893,2001-08-28,Parce Que Tu Pars,Parce Que Tu Pars
32895,1994-06-01,Pas Sans Toi,Pas Sans Toi
32896,1997-06-03,Perdere L’amore,Perdere L'amore
32897,1994-06-01,Ramène-Moi,Ramène
32898,1998-01-01,Requiem pour un fou,Requiem Pour Un Fou
32900,2001-08-28,S’en Aller,S'en Aller
32901,2006-10-18,Si tu n'as pas d'amour (Live),Si Tu 'nas Pas D'amour
32902,2000-05-26,To Love Again (Si Tu M'Aimes),Si Tu M'aimes
32905,2015-04-28,Tango,Tango
32909,,,Anadolu Memo
32910,,,Bana Sor
32911,,,Durma Kop
32912,,,Kimse Bilmez
32913,,,Legal İllegal
32914,,,Magazine Diss
32915,,,Siktirin Be Abisi
32916,,,Yokluğuna Yokum
32917,2005-04-11,Abur Cubur Adam,Abur Cubur Adam
32918,2005-04-11,Aci Kaldi,Acı Kaldı
32919,2008-06-11,Ağla Gözüm,Ağla Gözüm
32920,2012-03-23,Ağlaram,Ağlaram
32921,2003-07-17,Allahın emri ile,Allahın Emri İle
32922,2002-08-23,Altı Ahbap,Altı Ahbap
32923,,,Anasının Kızı Hülya
32924,2008-06-11,Antepli Gelin,Antepli Gelin
32925,2012-03-23,Antepten Öte,Antepten Öte
32926,2005-04-11,Ayselim,Ayselim
32927,2008-06-11,Benmi İstedim,Benmi İstedim
32929,2003-07-17,Bir gelin ağlıyor,Bir Gelin Ağlıyor
32930,,,Bitanem
32931,2008-06-11,Boz Bulanık Nehir Gibi,Boz Bulanık Nehir Gibi
32932,2012-03-23,Çaldığım Bağlama,Çaldığım Bağlama
32933,2005-04-11,Çingirakli Yilan,Çıngıraklı Yılan
32934,2002-08-23,Dağlar Ben Yorgunum,Dağlar Ben Yorgunum
32935,2002-08-23,Damla Damla,Damla Damla
32936,2005-04-11,Dert Deryasi,Dert Deryası
32937,2002-08-23,Doldur Kekom,Doldur Kekom
32938,,,Dümbe
32939,2002-08-23,El Aman,El Aman
32940,2002-08-23,Eşarbını Yan Bağlama,Eşarbını Yan Bağlama
32941,2005-04-11,Evlerinin Önü (U. H.),Evlerinin Önü
32942,2012-03-23,Mini Etek,Mini Etek
32943,2002-08-23,Nazlı Yarim,Nazlı Yarim
32944,2012-03-23,Oldumu Yar,Oldumu Yar
32945,,,Oy Caney
32946,2012-03-23,Öf Öf,Öf Öf
32947,2002-08-23,Ölüm Aney,Ölüm Aney
32948,2012-03-23,Özledim Babam,Özledim Babam
32949,2003-07-17,Portakal dilim dilim,Portakal Dilim Dilim
32950,2012-03-23,Sallanda Yürü,Sallanda Yürü
32951,2008-06-11,Sen Çok Tatlısın,Sen Çok Tatlısın
32952,2012-03-23,Sivaslı,Sivaslı
32953,2012-03-23,Sözüm Söz,Sözüm Söz
32954,2005-04-11,Salvarli Ahmet Aga,Şalvarlı Ahmet Ağa
32965,1993,Mangwane [The Wedding Song],Mangwane (The Wedding Song)
32968,1993,Mujer Contra Mujer,Mujer Contra Mujer
32972,,,Karanlık Satırlar
32973,2006,Sual,Sual
33033,1991,Ağıt,Ağıt
33034,,,Ağlama Anne
33035,,,Al Fadimem
33036,1991,Alagöz,Alagöz
33037,,,Allah Kolaylık Versin
33038,1992,Anladım,Anladım
33039,,,Anladım Ki
33040,2012-02-03,Aşiyan,Aşiyan
33041,2011-03-07,Aşkımdan Vazgeçme,Aşkımdan Vazgeçme
33042,1992,Anladım,Ayak Sesleri
33043,1998-10-09,Ayrılığa Dayanamam,Ayrılığa Dayanamam
33044,1991,Ayrılık,Ayrılık
33045,,,Bebeğim
33046,1991,Ben Ağlarım Yane Yane,Ben Ağlarım Yane Yane
33047,,,Bilsem Ağlarım
33048,2012-02-03,Bir Rüya Gibi,Bir Rüya Gibi
33049,2006-01-05,Cehennem Meleği,Cehennem Meleği
33050,,,Ceyran
33051,1991,Ağıt,Çağrı
33052,,,Daha Gidecek Çok Yolumuz Var
33053,1998-10-09,Daha Gidecek Yolumuz Var,Daha Gidecek Yolumuz Var
33054,,,Deli Balım
33055,1998-10-09,Deli Kuş,Deli Kuş
33057,1991,Gönül,Gönül
33058,2012-02-03,Mavi Tango,Nereye Kadar
33059,2000,Özgürlük,Özgürlük
33060,1992,Rüzgar,Rüzgar
33061,1998-10-09,Sarılsam Üşür müsünüz,Sarılsam Üşür Müsünüz?
33062,,,Sen Aşkımdan Vazgeçme
33063,2012-02-03,Senden Sonra,Senden Sonra
33064,,,Sene Bele N'oldu Yar
33065,,,Sevdaya İnanmışsan Eğer
33066,1992,Sına Yar,Sına Yar
33067,2012-02-03,Sonsuz,Sonsuz
33068,1992,Sorgu,Sorgu
33069,2000,Sus Söyleme,Sus Söyleme
33116,2008-02-05,Bring It On,Bring It On
33181,,,Aldırma
33182,2015-06-04,Aşk Arıyorum,Aşk Arıyorum
33183,,,Aşk Dediğin Yürek İster
33185,2015-07-24,Bir Numara,Bir Numara
33186,,,Bir Zamanlar Bir Yar Vardı
33187,2014,Bizde Böyle,Bizde Böyle
33188,2015-07-24,Bu Sözümü Unutma,Bu Sözümü Unutma
33189,,,Dayanamadım
33190,2015-07-24,Hançer,Hançer
33192,,,İki Kelime
33193,,,Kahpe Felek
33194,2005-06-10,Hep Bana,Bana Bana Hep Bana
33195,2011-04-28,Aşka Saygımdan,Aşka Saygımdan
33196,2014,Aşka Tövbeliyim,Aşka Tövbeliyim
33197,2016-03-18,Ayrıla Ayrıla,Ayrıla Ayrıla
33198,2011-04-28,Duvaksız Gelin,Duvaksız Gelin
33199,,,Gel Al Anılarını Benden
33200,2015,Hadi,Hadi
33201,2014,Kağıt Kesiği - Hoşçakal,Kağıt Kesiği
33202,2011-04-28,Kalabalığa Karışırım,Kalabalığa Karışırım
33203,2011-04-28,Kırk Yılda Bir,Kırk Yılda Bir
33204,2012-06-22,Öpmek Lazım,Öpmek Lazım
33205,2012-06-22,Yazık,Yazık
33206,,,Abanoz'daki Emine
33207,,,Aşk Bireysel Bir Yolculuktur
33208,2017-02-10,Aşk Defteri,Aşk Defteri
33209,2017-02-10,Aşk Mümkün Müdür Hala?,Aşk Mümkün Müdür Hala
33210,,,Aşk Yakar
33211,,,Ayrılmam
33212,2012-10-22,Beddua,Beddua
33213,2013-06-25,Ben Her Bahar Aşık Olurum,Ben Her Bahar Aşık Olurum
33214,,,Ben Senin Bildiğin Erkeklerden Değilim
33215,2017-02-10,Beni Benimle Bırak,Beni Benimle Bırak
33216,1993-05-14,Beni Bırakın,Beni Bırakın
33217,2017-02-10,Beni Unutma,Beni Unutma
33218,2012-10-22,Beş Duyu,Beş Duyu
33220,,,Bir Kalp
33221,2000-11-01,Bir Sel Gibi,Bir Sel Gibi
33222,,,Bu Aşkın Katili Sensin
33223,1993-05-14,Bu Gece Son,Bu Gece Son
33224,,,Çekirdek Hatun
33225,2000-11-01,Daima,Daima
33226,2017-02-10,Dargın Değilim,Dargın Değilim
33227,1993-05-14,Dedikodu,Dedikodu
33228,2017-02-10,Deli Kızım Uyan,Deli Kızım Uyan
33229,,,Deryalar
33231,2012-10-22,Olsun,Olsun
33232,2012-10-22,Razıysan,Razıysan
33233,,,Sadakatsiz Aşk Olmaz
33234,,,Sana Bir Kalp Bıraktım
33235,2012-10-22,Sardunya,Sardunya
33236,,,Selamsız
33237,,,Sen Anla
33238,2015-01-20,Seni Yakacaklar,Seni Yakacaklar
33239,,,Son İstanbul'da
33240,2000-11-01,Son Kadınım,Son Kadınım
33241,2000-11-01,Sonbahar,Sonbahar
33242,2000-11-01,Sultanım,Sultanım
33243,2000-11-01,Şaka Yaptım,Şaka yaptım
33244,,,Şıngırdak Yarim
33245,,,Şüphe
33246,2012-10-22,Tehdit,Tehdit
33247,2012-10-22,Sardunya,Topyekün
33248,,,Aşk Bitti
33249,,,Of
33250,,,Yokluğunda
33251,,,Zaman
33252,,,Anlamı Yok
33253,,,Artık İnanma (Feat. Hasip Aksu)
33254,,,Ayaz Ve Çöl  (Ft. Necip Mahfuz)
33255,,,Batırsaydın Keşke Gemileri (Feat Necip Mahfuz)
33256,,,Boşluk (Ft. Tanerman)
33257,,,Dönüş (Ft. Hasip Aksu)
33258,,,Göm Tarihi
33259,,,Kader Maçı (Ft. Derya)
33261,,,Maske
33262,2015-09-18,Tuzaklar,Tuzaklar
33263,,,Vay Dünya
33264,,,Yağmur
33265,,,Yalnız (Feat Hasip Aksu)
33266,,,Yan (Ft. Hasip Aksu)
33267,,,Zift
33364,2012-12-10,Adını Sen Koy,Adını Sen Koy
33365,1999-04-14,Akıllı Ol,Akıllı Ol
33367,1997-01-13,Annem Ne Der,Annem Ne Der
33368,,,Aslan Gibiyim
33369,2009-01-07,Aşk Ordusu,Aşk Ordusu
33370,1995-02-10,Batsın Bu Dünya,Batsın Bu Dünya
33371,,,Bırakın Seviyorum
33372,1997-01-13,Bir Gönül Hikayesi,Bir Gönül Hikayesi
33373,2012-12-10,Boşvere Boşvere,Boşvere Boşvere
33374,2012-12-10,Bulamazsın,Bulamazsın
33375,1995-02-10,Buldun İşte Sende,Buldun İşte Sende
33376,2009-01-07,Can Bildim,Can Bildim
33377,1997-01-13,Çaresizim,Çaresizim
33378,2009-01-07,Çilekeş,Çilekeş
33379,1995-02-10,Çocuksun Sen Daha,Çocuksun Sen Daha
33380,2012-12-10,Çok Görmeyin Ne Olur,Çok Görmeyin Ne Olur
33381,2009-01-07,Derbeder,Derbeder
33382,1997-01-13,Deste Deste Liralar,Deste Deste Liralar
33383,1995-02-10,Dillere Düştüm,Dillere Düştüm
33384,,,Dur Orda Kalsın
33385,,,Dünya Misafiriyiz
33386,1999-04-14,Eller Düşman,Eller Düşman
33387,2012-12-10,Eylül Akşamı,Eylül Akşamı
33388,1999-04-14,Eyvallah,Eyvallah
33389,2011-05-13,Sürünüyorum,Sürünüyorum
33390,1999-04-14,Şeytan Diyor ki,Şeytan Diyor Ki
33391,2012-12-10,Şu Saniye,Şu Saniye
33392,2015-02-27,Ah Yalan Dünya,Yalan
33465,,,Geldi Geçti
33466,,,Ölünce Sevemezsem Seni
33467,,,Seni Seviyorum
33468,,,Sıkıldım
33469,,,Umut
33470,,,Vur Yüreğim
33475,,,Anlatmaya Yetmedi
33476,,,Benim Suçum Değil Ki
33477,,,Çık Hayatımdan
33478,,,Hatun
33479,,,Hayal
33480,,,Köpek
33481,,,Pişmanlık Yok
33482,,,Yalan Olsan Da
33494,,,Dead Bugs Bite
33518,,,Bıraksan Yalnızlığa
33519,,,Bir Damla Susadım Sana
33520,,,Bitene Kadar
33521,,,Bitmeyen Sonbahar (Ft .Yiğit Taşçılar)
33522,,,Dünya Dönsün Yerli Yersiz
33523,,,Hoşçakal Kadın
33524,,,Kalamadım Anne
33525,,,Kalk Gidelim (ft. Momer)
33526,,,Kimse Anlamaz (Düet Necdet Kuru)
33527,,,Mutlu Ol Meleğim ft. SEYİT ALİ
33528,,,Ne Olur Gel
33529,,,Sana Giden YoLLar
33530,,,Senden Sonra
33531,,,Söz Ver
33532,,,Yoksunum Okyanusundan
33571,2014-03-29,Acayip Şeyler,Acayip Şeyler
33572,2011-09-30,Ada Sahilleri,Ada Sahilleri
33573,2014-03-29,Balans ve Tolerans,Balans Ve Tolerans
33574,2011-09-30,Batsın Bu Banka,Batsın Bu Banka
33575,,,Bi'lareya
33576,2011-09-30,Bir Kadeh Daha Ver,Bir Kadeh Daha Ver
33577,2011-09-30,Cinyıs,Cinyıs
33578,2014-03-29,Derdim Günüm,Derdim Günüm
33579,2011-09-30,Felek,Felek
33580,2011-09-30,Havva'm,Havva'm
33583,,,Medine'nin Yollarında
33584,2015,Adını Sen Koy,Adını Sen Koy
33585,2013,Ah Bu Sefer,Ah Bu Sefer
33586,2015,Ahu,Ahu
33587,2012-12-28,Alaimisema,Alaimisema
33588,2013,Aldanıyor,Aldanıyor
33589,2012,Arafta,Arafta
33590,2012-12-28,Aşk Yok Olmaktır,Aşk Yok Olmaktır
33591,2015,Atlar Yoruldu,Atlar Yoruldu
33592,2012,Barışırsa Ruhum,Barışırsa Ruhum
33593,2015,Bir Hadise Var,Bir Hadise Var
33594,,,Bir Küçük Zaman
33595,2018-05-21,Değilsin,Değilsin
33596,2015,Dört Duvar,Dört Duvar
33597,2015,Fena Halde Bela,Fena Halde Bela
33598,2012,Filler Ve Çimen,Filler Ve Çimen
33599,2015,Gel,Gel
33600,2015,Geziyorum Dünya İşte,Geziyorum Dünya İşte
33601,2015,Gel,Gök Nerede
33602,,,Hala Haber Bekliyorum Senden
33603,2012,Hercai Menekşe,Hercai Menekşe
33604,,,Hiç Kimse Bilmez
33605,2015,Kaba Kağıt,Kaba Kağıt
33606,2013,Kerem Gibi,Kerem Gibi
33607,2014-01-22,Kör Heves,Kör Heves
33608,,,Köy Heves (ft. Ceylan Ertem)
33609,2012-12-28,Yıllar Saçlarına,Yıllar Saçlarına
33610,2012,Zaman,Zaman
33611,2012-12-28,Zor Değil,Zor Değil
33733,,,38 Sene
33734,,,Aynı (Ft. Heja & Elçib & Zep )
33735,,,Bombalar
33736,,,Cameika
33737,,,Karışık Oda (Feat. Heja & Telaş & Baran G)
33738,,,Kim Ele Verdi Bizi (ft. Sansar & Pit10
33739,,,Nokta (Ft. Main Flow)
33740,,,Paslı Süngü
33741,,,Randıman
33743,,,Yüzün Gülecek (Ft. Sansar Salvo)
33744,,,Arsız Matem
33745,,,Çare
33746,,,Dünyanın Merkezi
33747,,,Giden Benim
33748,,,İçinden Kuş Geçen Sokak
33749,,,İnsanlık Suçu
33750,,,Kırmızı Kar
33751,,,Masal
33752,,,Ölümümden Kimse Sorumlu Değil
33753,,,Yalnız Dünya
33754,,,Yolun Sonu
33810,2016-06-16,Allah Ya Mevlana - Turkish Version,Allah Ya Mevlana
33813,2017-05-19,Assubhu Bada,Assubhu Bada
33814,,,Aşkın Yolu
33816,,,Bizim Gibi İnsanlar
33817,2016-06-16,Cennet - Turkish Version,Cennet
33819,,,Elimi Tut
33822,2003-03-28,Abu Hayat Olsa İçme Ha İçme,Abu Hayat Olsa İçme Ha İçme
33823,2003-03-28,Ağlayıp Gül Benzin Soldurmayasın,Ağlayıp Gül Benzin Soldurmayasın
33824,2003-03-28,Aramıza Girdi Dağlar Denizler,Aramıza Girdi Dağlar Denizler
33825,,,Aşkın Alev Oldu Yanar İçimde
33826,,,Beklerim Selamın Seher Zamanı
33827,,,Ben De Bu Dünyaya Geldim Geleli
33828,2003-03-28,Bir Gün Ölürsem - Hemi,Bir Gün Ölürsem (Hemi)
33829,,,Boşuna (Gönül Tohumunu)
33830,,,Bu Benim Derdimi Dil Tarif Etmez
33831,2003-03-28,Bu Ne Biçim Sevda İmiş,Bu Ne Biçim Sevda İmiş
33832,,,Çözem Dedim Çözmedim
33833,,,Değişmiş (Arzeyledim)
33834,,,Dem Geldi Semahı
33835,,,El Ne Bilir Yar Aşkına Yandığım
33836,,,Ela Gözlü Nazlı Dilber
33837,2011-02-10,Ağa Bugün - U.H,Ağa Bugün
33838,2013-05-21,Ankara,Ankara
33839,2013-05-21,Ay Gördüm Allah - Remix,Ay Gördüm Allah
33840,2018-05-11,Bakkal Amca,Bakkal Amca
33841,,,Benim Yarim Karşıki Dağda Cenderme
33842,2005-04-07,Altın Dişli Hayriye,Bileydim
33843,2011-02-10,Bilmiyeydim,Bilmiyeydim
33844,1989,Biri Var,Biri Var
33845,2011-02-10,Bu Nasıl Sevda,Bu Nasıl Sevda
33846,,,Bu Sevdam Yalan Değil Şarkı Sözü
33847,,,Dünyalıyam Ben
33848,2005-04-07,Fukara,Fukara
33849,2011-02-10,Gelsene,Gelsene
33850,2018-05-11,Günaydın Sana,Günaydın Sana
33851,2013-05-21,İstemisen Öleyim,İstemisen Öleyim
33852,,,Emmioglu
33853,,,Kardeşe Ağıt
33854,2014-05-24,Mavi Göz,12'den Vuracağım
33855,2014-05-24,Ağlama Sen,Ağlama Sen
33856,2014-05-27,Alem Buysa - Kral Sensin,Alem Buysa
33857,,,Aman Merazımı
33858,2014-05-18,Annem Annem,Annem Annem
33859,2014-05-27,Aramadı Sormadılar Beni,Aramadı Sormadılar Beni
33860,2014-05-24,Arkadaş,Arkadaş
33861,2014-05-24,Aslan Gibiyim,Aslan Gibiyim
33862,2014-05-18,Aşk,Aşk
33863,2014-05-13,Ay Aman,Ay Aman
33864,2005-02-17,Ayağında tek nalın,Ayağında Tek Nalın
33865,2014-05-23,Azar Azar,Azar Azar
33866,2014-05-06,Barlara Gülüm,Barlara Gülüm
33867,2014-05-13,Başkoydum,Başkoydum
33868,2014-05-13,Nemrudun Kızı,Başroldeyim
33869,2014-05-24,Bebeğim,Bebeğim
33870,1999,Bebeğim Allah'ını Seveyim,Bebeğim Allah'ını Seveyim
33871,2014-05-18,Belalım,Belalım
33872,,,Ben De Sizdenim
33873,2014-05-24,Beni Hor Görme,Beni Hor Görme
33874,2017-07-31,Bırak Be Zalim Bırak,Bırak Be Zalim Bırak
33875,,,Bırak Ellerimi
33876,2014-05-13,Bitti Artık,Bitti Artık
33877,2014-05-13,Bizden Değildir,Bizden Değildir
33878,2014-05-06,Böyle Kaderin,Böyle Kaderin
33879,2017-07-31,Fırat Gibi,Fırat Gibi
33880,2014-05-27,Geceler,Geceler
33881,2014-05-27,Gel Beriye,Gel Beriye
33882,2017-07-31,Geleceği Yok,Geleceği Yok
33883,2014-05-18,Göç,Göç
33884,2014-05-18,Göçmen Kızı,Göçmen Kızı
33885,2014-05-24,Gözleri Fettan Güzel,Gözleri Fettan Güzel
33886,2014-05-23,Gül Senin Tenin,Gül Senin Tenin
33887,2014-05-13,Gülom,Gülom
33888,2017-07-31,Gün Ola Harman Ola,Gün Ola Harman Ola
33889,2014-05-24,Günah,Günah
33890,1988,Hasret Şarkısı,Hasret Şarkısı
33891,2014-05-13,Hayat Ne Garip,Hayat Ne Garip
33892,2014-05-18,Haydar - Ben Melamet Hırkasını,Haydar Haydar
33893,2014-05-27,Hele Zalim,Hele Zalim
33894,2014-05-24,Hemşerim,Hemşerim
33895,2014-05-18,Herşeyim Sensin,Herşeyim Sensin
33896,2014-05-18,İki Dağın Arasında Kalmışam,İki Dağın Arasında Kalmışam
33897,2014-05-06,İnsan Hakları,İnsan Hakları
33898,1988,İnsanoğlu,İnsanoğlu
33899,2017-07-31,Kara Tren,Kara Tren
33900,2014-05-24,Kardeşlik Türküsü,Kardeşlik Türküsü
33901,2014-05-24,Kekom,Kekom
33902,2014-05-13,Kırmızı Kurdele,Kırmızı Kurdele
33903,2014-05-24,Kızlar Kızlar Gelemmi,Kızlar
33904,2014-05-13,Sarı Sarı,Sarı Sarı
33905,2014-05-13,Saygımdan,Saygımdan
33907,2014-05-24,Seni Seviyorum (Yalan),Seni Seviyorum Yalan
33908,2014-05-24,Sevdalıyım,Sevdalıyım
33909,2014-05-23,Sevdiğim,Sevdiğim
33910,2014-05-18,Sevdim Seni,Sevdim Seni
33911,2014-05-23,Sevemem,Sevemem
33912,,,Seviyor Musun?
33913,2014-05-24,Söyle,Söyle
33914,2014-05-18,Urfalıyam Ezelden,Urfalıyam Ezelden
33915,2014-05-24,Urfanın Etrafı,Urfanın Etrafı
33916,2014-05-23,Uzaktayım,Uzaktayım
33917,2018-05-26,Mehter Marşı (Mahur),Mehter Marşı
33918,2012,180,180
33919,2012,Ali Veli,Ali Veli
33920,2012,Alsancak'ta,Alsancakta
33921,2014-03-17,Aşk Dediğin,Aşk Dediğin
33922,2015-11-23,Aşk Olalım,Aşk Olalım
33923,,,Bana İnanm
33924,2012,Bana İnanma,Bana İnanma
33925,2012,Buğudan İzler,Buğudan İzler
33926,2012,Çok Geçerli Sebeplerim Var,Çok Geçerli Sebeplerim Var
33927,2012,Ellerin Dert Görmesin,Ellerin Dert Görmesin
33928,2012,İçin Rahat Olsun,İçin Rahat Olsun
33929,2012,İyi Biri Değilim,İyi Biri Değilim
33930,2012,Kötü Rüya,Kötü Rüya
33931,,,Yüzseksen
33933,,,Biz Geldik (Ft. Black Tiger)
33934,2017-01-06,Bizimki Hakikat,Bizimki Hakikat
33935,,,Deliler Kasabası (Ft. Mikail Aslan)
33936,,,Dert Bitmez
33937,2017-01-06,Gerisini Silin,Gerisini Silin
33938,2005-07-05,Kim Geldi,Kim Geldi?
33939,2017-01-06,Korkmaz Onlar,Korkmaz Onlar
33940,2017-01-06,Ne Var Lan!,Ne Var Lan
33941,2017-01-06,Sokaklar Rap,Sokaklar Rap
33942,2017-01-06,Var Ya Da Yok,Var Ya Da Yok
33943,2017-01-06,Ya Hep Ya Hiç,Ya Hep Ya Hiç
33944,,,Adatepe (Asiye)
33945,,,Ağaç Başı (Celal Türküsü)
33946,,,Aha Kılıç Aha Meydan Buralar
33947,,,Akçadağ'ın Düzüne
33948,,,Al Almanın Dördünü
33949,,,Al Yeşil Geyinmiş Geline Bakın
33950,,,Aldı Bu Sinemi Dert İle Sızı
33951,,,Arap Atlar
33953,,,Armudu Taşlayalım
33954,,,Armut Ağacına Yaslanmayasın
33955,,,Arpalar Destesiyem
